factor,environment,factor_value_numeric,n_seeds,per_member_rows,unique_rows,p,nominal_n_over_p,unique_n_over_p,id_rmse,far_nll,far_auroc,far_spearman,gram_condition
bootfull,HumanoidStandup-v5,0.1,25,1000.0,952.0,201.0,4.975124378109452,4.736318407960199,37.55262702941894,6.360324172973633,0.8925927158,0.6763060165978645,8164602.409372654
bootfull,HumanoidStandup-v5,0.2,25,2000.0,1813.0,201.0,9.950248756218905,9.019900497512438,37.37760452270508,7.47333532333374,0.8210995200000001,0.6659598852371569,8164602.409372654
bootfull,HumanoidStandup-v5,0.3,25,3000.0,2592.0,201.0,14.92537313432836,12.895522388059698,37.3643147277832,7.881518745422364,0.7950591892,0.6832904952330725,8164602.409372654
bootfull,HumanoidStandup-v5,0.5,25,5000.0,3935.0,201.0,24.875621890547265,19.577114427860696,37.35859504699707,8.265625095367431,0.7735092174,0.6901369084048394,8164602.409372654
bootfull,HumanoidStandup-v5,0.99,25,9900.0,6284.0,201.0,49.25373134328358,31.2636815920398,37.3593367767334,8.534753742218017,0.7558981132,0.7049525623327964,8164602.409372654
bootfull,InvertedDoublePendulum-v5,0.0,25,10000.0,10000.0,201.0,49.75124378109453,49.75124378109453,0.027757935933768695,1.5970354223251342,0.997335502,0.9704974548639472,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.01,25,100.0,100.0,201.0,0.4975124378109453,0.4975124378109453,0.027763404287397816,1.3576817607879639,0.9965853444,0.919463445014726,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.02,25,200.0,198.0,201.0,0.9950248756218906,0.9850746268656717,0.07163414582610125,1.6751987099647523,0.9954324184,0.9564705621021723,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.03,25,300.0,296.0,201.0,1.492537313432836,1.472636815920398,0.09408961340785023,2.222329523563385,0.9949769132,0.9683600749124983,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.05,25,500.0,488.0,201.0,2.487562189054726,2.427860696517413,0.12279690466821189,2.6816032552719116,0.9959664084000001,0.9780027671924038,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.1,25,1000.0,952.0,201.0,4.975124378109452,4.736318407960199,0.10167369775474068,2.662382926940918,0.9965265054,0.9771996651815428,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.2,25,2000.0,1813.0,201.0,9.950248756218905,9.019900497512438,0.058549183495342695,2.3765471267700193,0.9971879508000001,0.9815891126917959,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.3,25,3000.0,2592.0,201.0,14.92537313432836,12.895522388059698,0.06339806269854303,2.402495307922363,0.9973420516,0.980467770230999,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.5,25,5000.0,3935.0,201.0,24.875621890547265,19.577114427860696,0.03606751468032594,2.0098373317718505,0.9975946364000001,0.9776298368013979,4167345891.6634855
bootfull,InvertedDoublePendulum-v5,0.99,25,9900.0,6284.0,201.0,49.25373134328358,31.2636815920398,0.030801365226507137,1.9824147701263428,0.9976611122,0.9804129778736003,4167345891.6634855
bootfull,InvertedPendulum-v5,0.0,25,10000.0,10000.0,201.0,49.75124378109453,49.75124378109453,0.015652852673083483,1.8156900298595429,0.8528790952,0.50458637290809,477229904.55388075
bootfull,InvertedPendulum-v5,0.01,25,100.0,100.0,201.0,0.4975124378109453,0.4975124378109453,0.015870153401046947,-0.7307960338890552,0.9107791534,0.719382302344882,477229904.55388075
bootfull,InvertedPendulum-v5,0.02,25,200.0,198.0,201.0,0.9950248756218906,0.9850746268656717,0.015770702082663728,-0.5991855764389038,0.9074217233999999,0.7031984707279433,477229904.55388075
bootfull,InvertedPendulum-v5,0.03,25,300.0,296.0,201.0,1.492537313432836,1.472636815920398,0.015725767016410777,-0.42026501297950747,0.8999351506,0.6790681429611584,477229904.55388075
bootfull,InvertedPendulum-v5,0.05,25,500.0,488.0,201.0,2.487562189054726,2.427860696517413,0.01577578645199533,-0.13847999557852742,0.8887052112,0.6441022814596558,477229904.55388075
bootfull,InvertedPendulum-v5,0.1,25,1000.0,952.0,201.0,4.975124378109452,4.736318407960199,0.015667216517031148,0.415430913567543,0.8779101624000001,0.5966335834159239,477229904.55388075
