seed,label,stage_idx,block_idx,scale,bootstrap_frac,chunk_size,temperature,val_nll_calibrated,val_nll_uncalibrated,val_accuracy,val_ece,val_brier,base_agreement,build_secs,repro_ok
2,,2,1,100.0,0.1,16,1.2842851891229825,0.16882212460041046,0.17715133726596832,94.52000000000001,0.009540772950649307,0.08049942553043365,0.971,26.4,True
2,,2,1,100.0,0.2,16,1.3353422260393986,0.17133499681949615,0.18434388935565948,94.58,0.009920724391937252,0.08081767708063126,0.971,27.5,True
2,,2,1,25.0,0.05,16,1.1479663504723445,0.15453025698661804,0.15629032254219055,94.86,0.007449191245436683,0.07485808432102203,0.9754,25.8,True
2,,2,1,25.0,0.1,16,1.2808451502427487,0.1579331010580063,0.16600561141967773,94.89999999999999,0.009658876973390563,0.07542424649000168,0.9772,26.5,True
2,,2,1,25.0,0.2,16,1.3217719726366493,0.15998458862304688,0.1716413050889969,94.96,0.01071022070050242,0.07556954026222229,0.9776,27.8,True
2,,2,1,50.0,0.05,16,1.1111332101574716,0.16335932910442352,0.1642819046974182,94.54,0.007429841560125324,0.0796949490904808,0.9704,25.7,True
2,,2,1,50.0,0.1,16,1.282055533452305,0.16680115461349487,0.17496351897716522,94.66,0.012633266526460681,0.07957206666469574,0.9728,26.5,True
2,,2,1,50.0,0.2,16,1.3323057185290768,0.16925469040870667,0.18194304406642914,94.66,0.011163814890384658,0.0798395499587059,0.9724,27.8,True
2,,3,0,100.0,0.05,64,99.99979232130457,3.7885332107543945,16.038677215576172,9.92,0.6777706122756005,1.4155112504959106,0.1036,9.9,True
2,,3,0,100.0,0.1,64,99.99993582370774,5.727456092834473,17.532529830932617,9.92,0.7664357836961746,1.5588566064834595,0.1036,10.3,True
2,,3,0,100.0,0.2,64,99.99993582370774,5.680196762084961,17.001811981201172,9.92,0.772926074552536,1.5693843364715576,0.1036,10.2,True
2,,3,0,25.0,0.05,64,0.7620465312152078,0.1321939378976822,0.13847436010837555,95.52000000000001,0.00630033934116361,0.06476946920156479,0.9868,9.7,True
2,,3,0,25.0,0.1,64,0.6951036626069629,0.13815565407276154,0.14826126396656036,95.26,0.0057973617434501235,0.06720644980669022,0.9842,10.1,True
2,,3,0,25.0,0.2,64,0.5976907607614057,0.1485629379749298,0.16873952746391296,95.26,0.006135353463888191,0.06957060843706131,0.98,10.1,True
2,,3,0,50.0,0.05,64,0.8544612628962123,1.7114866971969604,1.7147648334503174,27.32,0.2968030404806138,0.8763605356216431,0.278,10.1,True
2,,3,0,50.0,0.1,64,1.7123819329844687,1.9924136400222778,2.05238938331604,21.86,0.166468821054697,0.8698115348815918,0.2232,9.9,True
2,,3,0,50.0,0.2,64,6.406173940081311,2.260789632797241,2.9196383953094482,10.92,0.08787055018246173,0.8964080214500427,0.1134,10.4,True
2,,3,1,100.0,0.05,64,99.99993582370774,3.3284554481506348,17.846691131591797,9.92,0.6066392050266266,1.3170762062072754,0.1036,11.5,True
2,,3,1,100.0,0.1,64,99.99993582370774,3.585693836212158,17.375263214111328,9.92,0.6434025034785271,1.3690329790115356,0.1036,11.5,True
2,,3,1,100.0,0.2,64,99.99993582370774,3.373914957046509,18.981637954711914,9.92,0.6263970808148385,1.3452686071395874,0.1036,11.8,True
2,,3,1,25.0,0.05,64,1.0317763297752536,0.13619032502174377,0.13630841672420502,95.67999999999999,0.007654707431793238,0.06481637060642242,0.9884,11.2,True
2,,3,1,25.0,0.1,64,0.751775784544902,0.48045381903648376,0.48696357011795044,93.8,0.24079881153702734,0.21509882807731628,0.9586,11.3,True
2,,3,1,25.0,0.2,64,0.7635823555111999,0.30862361192703247,0.31502777338027954,95.0,0.13204675188064577,0.11548031866550446,0.9752,12.0,True
2,,3,1,50.0,0.05,64,0.5586154574641826,0.17039310932159424,0.19152522087097168,95.17999999999999,0.02675009644031528,0.07208982110023499,0.9812,11.2,True
2,,3,1,50.0,0.1,64,0.5529031950893781,0.5319337844848633,0.558763325214386,90.9,0.24471675933003426,0.26472631096839905,0.9222,11.6,True
2,,3,1,50.0,0.2,64,0.6085368411096287,1.236884593963623,1.257081389427185,9.94,0.5801639466524124,0.8510165810585022,0.1038,12.0,True
