environment,seed,factor,factor_value,factor_value_numeric,anchor_value,relative_to_anchor,status,error_message,git_commit,ridge_center,scale,subspace_dimension_K,ensemble_size_M,bootstrap_fraction,calibration_size,calibration_pool_size,per_member_calibration_size,unique_calibration_rows,feature_dimension_p,nominal_n_over_p,unique_n_over_p,layer_scope,direction_family,id_rmse,id_nll,id_total_variance,id_residual,near_rmse,near_nll,near_auroc,mid_rmse,mid_nll,mid_auroc,far_rmse,far_nll,far_auroc,far_spearman,construction_time_sec,gram_rank,gram_min_eig,gram_condition,normalized_ridge,mean_delta_w_norm,notes
Hopper-v5,0,ridge,0.1,0.1,0.0001,1000.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17183086276054382,-1.5572232007980347,0.0285346582531929,0.07193171367981664,0.3169942796230316,0.07270389795303345,0.89791559,0.3687112629413605,0.339598149061203,0.9457002200000001,0.3949119746685028,0.17459584772586823,0.9723922549999999,0.6115055527667245,0.5330178737640381,201,0.002952305623674731,78951531.4671731,1.178107331191239e-06,32.05381393432617,
Hopper-v5,0,ridge,1.0,1.0,0.0001,10000.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17326760292053223,-1.5569279193878174,0.027615699917078018,0.07154507620377616,0.31709203124046326,0.07917619496583939,0.892526965,0.3644014298915863,0.3244358003139496,0.9390172299999999,0.38200849294662476,0.24085627496242523,0.9633969749999999,0.6039003868818741,0.6064865589141846,201,0.002952305623674731,8104316.677362958,1.1780948398917296e-05,32.05381393432617,
Hopper-v5,0,ridge,1e-05,1e-05,0.0001,0.1,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17180940508842468,-1.5496937036514282,0.03044043853878975,0.07214113194066801,0.31833985447883606,0.0592186413705349,0.8980810250000001,0.38862326741218567,0.32993319630622864,0.94814704,1.4374358654022217,1.164496898651123,0.9893850499999999,0.9309665341056653,0.6010327339172363,201,0.002952305623674731,2743890445.372925,1.1781087189909642e-10,32.05381393432617,
Hopper-v5,0,ridge,0.0003,0.0003,0.0001,2.9999999999999996,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.1717560589313507,-1.552483081817627,0.029405251145362854,0.07214040894225648,0.31743544340133667,0.06478572636842728,0.8983661899999998,0.3778996169567108,0.3142486810684204,0.9481702900000001,0.7959109544754028,0.7603430151939392,0.986201365,0.881169499274269,0.5212280750274658,201,0.002952305623674731,2499224561.8607025,3.5343261448978116e-09,32.05381393432617,
Hopper-v5,0,ridge,0.003,0.003,0.0001,30.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17168596386909485,-1.5541017055511475,0.029088599607348442,0.07213373209524283,0.31701645255088806,0.06551877409219742,0.8989770799999999,0.3709142804145813,0.3242354989051819,0.9478642849999999,0.4098566770553589,0.16988852620124817,0.9797690050000001,0.6217931741576624,0.5102100372314453,201,0.002952305623674731,1365561954.3015842,3.5343260324746646e-08,32.05381393432617,
Humanoid-v5,0,ridge,0.0,0.0,0.01,0.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.150787353515625,3.842451572418213,194.5240020751953,1.7741150515009416,39.898555755615234,3.852243185043335,0.54204242,32.73362731933594,3.7132444381713867,0.5628793649999999,31.217655181884766,3.6689586639404297,0.31594363999999997,0.7534312980816144,3.684072732925415,201,28.198984175625373,118752633.48834185,0.0,32.016258239746094,
Humanoid-v5,0,ridge,0.0001,0.0001,0.01,0.01,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.14902114868164,3.841643810272217,200.38970947265625,1.7741150545526858,39.91025924682617,3.850888967514038,0.54554917,32.98347091674805,3.7547225952148438,0.61496792,31.365964889526367,3.6516857147216797,0.349403055,0.7305659161237679,1.036055326461792,201,28.198984175625373,118752212.36603963,3.909914540421134e-12,32.016258239746094,
Humanoid-v5,0,ridge,0.001,0.001,0.01,0.1,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.148521423339844,3.8412575721740723,196.7753448486328,1.7741150820243432,39.907920837402344,3.8508834838867188,0.54481504,32.822608947753906,3.733823537826538,0.605791585,31.302034378051758,3.6463582515716553,0.3440195,0.7374682299035319,0.6226739883422852,201,28.198984175625373,118748422.39972036,3.909914540283546e-11,32.016258239746094,
Humanoid-v5,0,ridge,0.01,0.01,0.01,1.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.14847183227539,3.841262102127075,195.44866943359375,1.7741153573308408,39.90565872192383,3.851271629333496,0.54431135,32.76349639892578,3.709925889968872,0.586276635,31.277040481567383,3.643724203109741,0.334630655,0.7510312140973245,0.6480250358581543,201,28.198984175625373,118710536.0374911,3.909914538907678e-10,32.016258239746094,
Humanoid-v5,0,ridge,0.1,0.1,0.01,10.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.14866256713867,3.841677665710449,194.93572998046875,1.7741181689272767,39.90270233154297,3.8516104221343994,0.543785785,32.75388717651367,3.707496404647827,0.574562625,31.26869010925293,3.646677017211914,0.32988968,0.7539842763548906,0.5717430114746094,201,28.198984175625373,118332997.81608112,3.90991452514899e-09,32.016258239746094,
